nMillisecondsElapsed,nBlue,nGreen,nRed,nAlpha,nIr
15009,0.5,0.412028296638935,0.416722047811931,0.405205380137706,0.233706303192619
15085,0.416351961173457,0.404888935231184,0.500002065070112,0.411779501638987,0.235186392358168
15135,0.5,0.411681693421323,0.416572137737956,0.405065394764038,0.23400730374159
15211,0.404856680026285,0.500000994735198,0.4119815444889,0.416312394658805,0.233065528125542
15280,0.500001975358501,0.411653336818084,0.416408843378205,0.404963297738832,0.234162937493127
15338,0.500000995954896,0.411955082957733,0.416338781872216,0.40487955980925,0.233949344125406
15411,0.416039149996658,0.404347877388792,0.500002932142044,0.411656561644123,0.234084670150378
15486,0.416074440960989,0.404005490295794,0.500002932142044,0.411213935227914,0.233823097146669
15547,0.416039194878698,0.404559913419817,0.5,0.411356313138015,0.234026345516815
15617,0.500002031740238,0.41123514112257,0.4161730620029,0.40453295040888,0.23358259766985
15674,0.500002121318307,0.411595574654388,0.41623825053328,0.404744795280566,0.234214303787406
15744,0.500002984982273,0.411792587598001,0.415936225478975,0.404409741463577,0.23396052416467
15811,0.416024422015917,0.404306515851977,0.500000982769068,0.411293991560264,0.234878813373326
15879,0.415189105643948,0.403614500581079,0.500002086162332,0.410469488866711,0.234317869593973
15939,0.500002031740238,0.411738371279675,0.416197252091373,0.40439847274842,0.233470528861801
16012,0.415978920553211,0.404090787909244,0.500001998668609,0.411210955254525,0.234188094434465
16083,0.404153333506185,0.50000105024725,0.410801365646474,0.415820701832586,0.233920398329653
16146,0.5,0.410644985351559,0.415604800566707,0.40401848727256,0.234240860637465
16204,0.416231011697449,0.404152161829089,0.500002205027904,0.410997926142776,0.234287559764626
16279,0.416128772106732,0.404524742098965,0.500002036373393,0.411427085518491,0.235108602167194
16338,0.5,0.411359132307785,0.416260748840187,0.404479665193098,0.234261662560838
16413,0.5,0.411752876927563,0.41607913397942,0.404514377847198,0.233922700553655
16473,0.500002111000636,0.411320527652027,0.416270745189866,0.404754747555218,0.233560127400285
16545,0.500001032600885,0.411796146418374,0.416493889932647,0.404234591819554,0.23389580552138
16617,0.50000297697389,0.411350786159939,0.4161434983582,0.404374099745519,0.23414107325779
16673,0.500002062004914,0.411923180062732,0.416568914492049,0.404744524510427,0.233373956720978
16748,0.500002062004914,0.411592606484429,0.416568565313222,0.404841165141827,0.233723343840298
16807,0.5,0.410820129284858,0.415531346265586,0.403948237292406,0.23390401480169
16878,0.415567787083866,0.404242781623043,0.50000199026819,0.410626594097153,0.23501622692234
16942,0.415935581544223,0.40442857692541,0.500001017902353,0.411478389561982,0.235053301082108
17010,0.415601059907643,0.403735497435,0.50000199026819,0.410902177270277,0.234013537534126
17083,0.415678322604373,0.403845617753093,0.50000199026819,0.411169330295318,0.234371204020867
17142,0.41117680860019,0.416306797343643,0.404273707498425,0.500002031344195,0.23341762504525
17212,0.5,0.411186091367642,0.415888024269608,0.404045987063934,0.234266278526296
17276,0.410902827321885,0.415660372768388,0.404049546770982,0.500002979007844,0.232931527201244
17349,0.411437411921021,0.416095098169627,0.404509883133067,0.500002031344195,0.234145282685193
17410,0.50000100218329,0.410377838294863,0.415703161108648,0.403773168564149,0.234436439291678
17480,0.50000100218329,0.41096874209592,0.415846049145799,0.403821245083341,0.233045996000568
17542,0.500002034517214,0.411215548095969,0.415827558393075,0.403515164058548,0.233402833527706
17611,0.500002034517214,0.410773852276144,0.416027049896802,0.403445609267993,0.233543122864912
17679,0.416466970263253,0.404568999204294,0.5,0.411709825782994,0.235423510675533
17743,0.415936153417362,0.40407956725061,0.500002064764177,0.411349059458804,0.234287352318773
17814,0.416231698185104,0.404573413765403,0.5,0.411619189474633,0.235444293238508
17874,0.416372340335028,0.404981461668871,0.5,0.412191875434478,0.234654097532402
17943,0.500002041996239,0.410822591611063,0.415836812413635,0.404208100657589,0.233221599664143
18011,0.500002041996239,0.411216190845741,0.415976386213267,0.404322870971792,0.232470692390206
18081,0.5,0.410603720817388,0.41522315788059,0.403262919038647,0.232725049193147
18140,0.410197450189628,0.415448603352916,0.403210200637612,0.50000105482043,0.23362824676217
18207,0.500002041996239,0.411082806579942,0.41595319534683,0.404039990752304,0.232521383711039
18278,0.416426430153016,0.404146476239339,0.500000981889331,0.411555358624245,0.23434348093298
18343,0.403845828186975,0.500000949230325,0.41113467536427,0.415391711627962,0.232050556146213
18412,0.5,0.41033867592913,0.414970054752811,0.403482330600736,0.233061320088171
18474,0.4035750092828,0.500000949230325,0.410683143941801,0.41565913079712,0.2317343314421
18548,0.404132330278013,0.500000949230325,0.411059249875974,0.415800280947649,0.231962119090878
18618,0.500002011630631,0.411657966311629,0.416225417897834,0.404715042183152,0.232521528982266
18667,0.500002011630631,0.411795040203747,0.416125523721736,0.404683269590098,0.233073118385469
18747,0.500002011630631,0.411918763346229,0.416167647985573,0.404598233132465,0.232683778769696
18810,0.500002011630631,0.411770577234682,0.416561148274586,0.404494970799398,0.231826578841801
18886,0.403467357813495,0.500000949230325,0.410922654448979,0.415670987607837,0.232552794473656
18940,0.500000000000042,0.411572281069729,0.416241502860319,0.404477606290662,0.231599078229333
19017,0.403692703103884,0.500000949230325,0.411154497350621,0.415440924908142,0.232075129565332
19073,0.403772447429819,0.500000949230325,0.410506697918605,0.415535307496957,0.232158080730917
19152,0.403908027922892,0.500000949230325,0.411163100410839,0.415667240423404,0.233330583320071
19206,0.403838106151773,0.500000949230325,0.410814121891897,0.41542596461023,0.231348213902625
19275,0.404457563968861,0.500000941807115,0.411806599428431,0.416246270258912,0.232213857351423
19353,0.403929028574227,0.500000949230325,0.4108278656983,0.415652927069964,0.232321707317665
19404,0.500002011630631,0.411317715899915,0.416409622903776,0.404397509428966,0.233479057481004
19483,0.403899623509607,0.500000949230325,0.411439706248785,0.415765840250286,0.232532876227432
19539,0.500002011630631,0.411871003039651,0.416311292438834,0.404480417838411,0.231315024572115
19618,0.5,0.410496189821006,0.415130664783248,0.403297387956066,0.233342968847374
19672,0.410757032724645,0.415599631120048,0.403620273662648,0.500003117960948,0.233842905782105
19739,0.500002074839984,0.411237602099639,0.415699858121177,0.404004334237121,0.234283638415753
19810,0.500002034517214,0.410915695367538,0.415619666904981,0.403774896389253,0.232954484909046
19879,0.500002989122265,0.411624683126,0.416316882702353,0.404397896804705,0.234023294439282
19941,0.500002989122265,0.411677433065472,0.416412156575572,0.404550177466023,0.23496424622731
20010,0.410940323008739,0.415649190093398,0.40371457182111,0.500003117960948,0.235071934574803
20084,0.500002989122265,0.411720632110354,0.416612255755421,0.404492377178198,0.235142820354172
20141,0.500003008403187,0.411460754475342,0.416107542829015,0.404255373479668,0.232538004903894
20211,0.415290312340471,0.403318895871292,0.500002146157624,0.410416944955142,0.233912316449402
20276,0.415188514449654,0.40354669275762,0.500002146157624,0.410745089690715,0.234437402589138
20350,0.415143667430752,0.40349111008656,0.500002146157624,0.410485864590591,0.235285146330691
20410,0.5,0.410585281888321,0.415752218958553,0.40369271653715,0.233581315949029
20479,0.415335833438947,0.403752459551061,0.500002146157624,0.410523014657737,0.233892176104136
20539,0.415011340282562,0.403217097299745,0.500002146157624,0.410694222340478,0.234062976483076
20608,0.5,0.410900047076139,0.415674857039009,0.404037311667304,0.233519627069672
20683,0.5,0.410620808619842,0.41580504500039,0.403549952406046,0.23307208239068
20738,0.415285302563953,0.403704998722465,0.500002146157624,0.410898662402752,0.234135934752079
20809,0.5,0.410584950654645,0.415915838548761,0.403579720966209,0.23411934190815
20875,0.5,0.410750143571083,0.4155409695645,0.404048847564498,0.235353755210917
20943,0.5,0.41060427274308,0.41551349105723,0.403486412918573,0.23364744095986
21011,0.5,0.410402587634656,0.415537515005745,0.403496695517978,0.233806732540443
21083,0.5,0.410845381019469,0.415775428733914,0.404031564074693,0.235693067855351
21140,0.5,0.411171528307914,0.415534353959501,0.403999451207067,0.236210453208839
21213,0.5,0.41110495723076,0.415604114225814,0.404202692330203,0.234259643019872
21275,0.41075579307122,0.415479504463738,0.40372876085128,0.50000105482043,0.234745397984732
21346,0.5,0.410741600099155,0.415590321494754,0.403518379833434,0.232795120132318
21406,0.5,0.410844559076064,0.415309016478516,0.403500204492847,0.234281839138032
21473,0.500002034517214,0.410627786754371,0.41559680693442,0.404104717716101,0.234981743689204
21540,0.410842559197536,0.415415474028163,0.403838047192417,0.500003117960948,0.233873284218977
21615,0.411426991967017,0.416179645538411,0.404506441060839,0.500002031344195,0.23394111965757
21675,0.500002034517214,0.410988668011195,0.415813439369207,0.40382756966704,0.234212197710893
21743,0.5,0.410978209662706,0.41517251600201,0.40351530699052,0.233489720688925
21868,0.5,0.411096185045529,0.415555458518981,0.403741212875267,0.233210466480108
21942,0.5,0.411032184160339,0.415508434251804,0.403382023253455,0.233891285156509
22011,0.50000212412975,0.410841754653144,0.41570408763763,0.403523430559125,0.23349240570552
22077,0.5,0.410630047757465,0.415249289500394,0.403342145300174,0.234838515482175
22146,0.5,0.410872218156965,0.415427513769018,0.403626681661744,0.233348708190855
22209,0.41038499703167,0.415611867459487,0.403838892250054,0.500003117960948,0.234831489014342
22284,0.411218919015631,0.415499776718556,0.403880594055899,0.500003117960948,0.233475141104687
22341,0.500002034517214,0.411292674461514,0.415690102777411,0.404235700993044,0.233249008886131
22412,0.500002034517214,0.411204366313215,0.415696918433809,0.404103066048264,0.235153194592976
22475,0.50000212412975,0.411162958547955,0.415582357250147,0.403880035074471,0.233752233304014
22545,0.500002034517214,0.411236377040144,0.415684437012523,0.403884648893167,0.233895691032301
22618,0.500002034517214,0.411029299446821,0.415722748433775,0.403797068241061,0.23350664003904
22674,0.5,0.411143885342889,0.415823859560191,0.404077049616387,0.23441922228437
22750,0.500002034517214,0.411102143834103,0.415710210212416,0.40381476753337,0.234113938660042
22808,0.500002034517214,0.411239814846694,0.415688732631279,0.403720486491048,0.23443428123565
22881,0.5,0.410811295316793,0.415705288407084,0.403950677195862,0.234093985107718
22941,0.500002041996239,0.411035190611193,0.415825266413801,0.40435986080956,0.233526286145861
23012,0.500002041996239,0.411112785812799,0.416051803543279,0.404250985350212,0.233771370079435
23080,0.5,0.410761446186262,0.415719059199947,0.404217516257488,0.233303299000513
23143,0.416063484294993,0.405109036657632,0.5,0.411507606113267,0.234387056530034
23214,0.500002041996239,0.411316420554305,0.415831233107091,0.404327583908007,0.232850877600306
23274,0.416397227670348,0.404735174495297,0.5,0.411621386648961,0.234919754151774
23351,0.5,0.41115487405787,0.416221936162873,0.404547269261524,0.234144223808141
23414,0.5,0.411168103582808,0.415819402693189,0.404049311770695,0.232791896886255
23474,0.5,0.411020610052189,0.415374470258082,0.4041817847058,0.233585159003833
23545,0.5,0.411310719185815,0.415746443922901,0.403979305544281,0.233206760983358
23615,0.411124029716429,0.415724729850105,0.403769726957727,0.500003117960948,0.234397020781949
23681,0.410901345258687,0.415727836025221,0.403919252359707,0.500003117960948,0.234531913701096
23740,0.410845650597326,0.415457250660132,0.404218827825509,0.500003117960948,0.233187613841474
23814,0.410623095885578,0.415545880924469,0.403379056349211,0.50000105482043,0.23372320101827
23877,0.5,0.410927868898844,0.415456526277705,0.40390369151531,0.23327633925206
23947,0.403716239897331,0.500000949230325,0.411025978511672,0.415601963256107,0.231906056245101
24009,0.5,0.410641572905504,0.415467845336414,0.403805507653394,0.232616920592059
24090,0.500002011630631,0.411648947524083,0.416393517274538,0.404529546308198,0.232857116317102
24151,0.500002011630631,0.41174684273197,0.416050095619457,0.404928862980877,0.234149043471045
24208,0.500002034517214,0.411048705223273,0.415774970979319,0.403394446730902,0.234474197223219
24282,0.500002081888898,0.410897317979141,0.415309531801327,0.403631132493671,0.234598399385274
24344,0.5,0.41047176215204,0.415503094760013,0.403494361439919,0.234711655646267
24412,0.500002034517214,0.410873349013451,0.415870107303237,0.403986563073835,0.234696304125372
24472,0.410295664103521,0.415109011287851,0.403195787159326,0.500003176166433,0.232967360404996
24539,0.5,0.410878279863921,0.415879861581105,0.403734275329585,0.233972753996183
24613,0.500002034517214,0.410999519679252,0.41563518172285,0.404007946675065,0.233076158952456
24673,0.500002081888898,0.41067613735582,0.415369269267926,0.403502354515661,0.233559600763542
24747,0.5,0.410814203412607,0.41549119122558,0.403668796467583,0.234155219082871
24804,0.500002081888898,0.410885352228501,0.4156868219784,0.403661039516916,0.2341220437157
24877,0.500002004277466,0.411012511030906,0.415598829393623,0.403345363137055,0.233389843694285
24945,0.5,0.411082150065274,0.415756519173369,0.403801975295772,0.232755633455417
25010,0.500002004277466,0.410645644799915,0.415640372381912,0.403856799864625,0.233809664831866
25084,0.5,0.410784906807693,0.415351759508608,0.40366624665484,0.234235056327082
25149,0.500002081888898,0.411304403273683,0.415365853050005,0.40393405430455,0.235442964742716
25219,0.5,0.410926672411063,0.415779543420147,0.404095470319885,0.233238769037842
25272,0.5,0.410809405133368,0.415916485278441,0.40398872789631,0.23307460386686
25337,0.5,0.411135411320758,0.415918520271786,0.403506819948196,0.233804554103936
25410,0.50000212412975,0.41099737161143,0.415715895034844,0.404077728557854,0.235026011874391
25479,0.5,0.411131092480889,0.415714903247235,0.403917857889595,0.234272817851429
25543,0.5,0.410939867044974,0.415343633260025,0.40372160796222,0.234697613855183
25629,0.500002081888898,0.410830972139887,0.415442779541867,0.403806618078561,0.235021271482496
25687,0.5,0.411067347130727,0.415537188871465,0.404142621259877,0.234297965679194
25738,0.500002081888898,0.410936998264553,0.415243129678864,0.403594166969089,0.234607113847581
25813,0.415890632121093,0.404162085886786,0.5,0.411285589672804,0.235312310912367
25877,0.500002081888898,0.410872781907895,0.415263384620356,0.403718813161097,0.234707152843935
25946,0.500002081888898,0.410642193389479,0.415589194849073,0.403371548670452,0.235065150707444
26009,0.500002034517214,0.411022059572862,0.415735161192034,0.403891683490576,0.235153626985014
26087,0.5,0.41130295839661,0.415791549009064,0.404021085257927,0.234601870942532
26146,0.410852628497052,0.415377295996238,0.403222787424543,0.500003176166433,0.23361132136077
26208,0.500002081888898,0.410911274013278,0.415318377280235,0.403628703933894,0.234427012264828
26279,0.415537849584046,0.403591306501678,0.500001033231903,0.410526073483614,0.235948272293442
26346,0.415452918078945,0.403982006144448,0.500001033231903,0.410965787986061,0.236110307147592
26417,0.500000000000001,0.411562027714921,0.415918741770822,0.404670493087404,0.234106435086268
26470,0.500002004277466,0.411182166791265,0.415477574634608,0.403949983422665,0.233479887677256
26546,0.500002004277466,0.411079801779929,0.415377960447497,0.4035888859166,0.233561505089441
26622,0.500002004277466,0.410926960551832,0.415369918345776,0.404256810345251,0.232579293700536
26684,0.500002004277466,0.410970244873793,0.415431937853636,0.403989855047581,0.233390637179515
26740,0.500002004277466,0.410581984595109,0.415694424701991,0.403731555368791,0.233648687218663
26812,0.500002004277466,0.410708826489773,0.415591869099509,0.403759895456563,0.23335815470124
26874,0.500002004277466,0.410531383765372,0.41546527425359,0.403920024595476,0.233736310126102
26948,0.500002004277466,0.41074954302445,0.415492544355774,0.403791481890844,0.233298868183786
27009,0.500002004277466,0.410986393697498,0.415692233129264,0.403808557831076,0.233582907786277
27088,0.500002004277466,0.411018064184258,0.415559610747119,0.40394551559547,0.233645773098978
27150,0.500002004277466,0.410831171175564,0.415616054438036,0.403669515045022,0.232436773509003
27210,0.500002004277466,0.410470372973141,0.41556682469606,0.403554088722886,0.233581467138178
27283,0.500002004277466,0.410270112567666,0.41574687125339,0.403547112325432,0.233039024846047
27345,0.403782671090908,0.500001994681899,0.410808682143823,0.415609635167429,0.231565425898983
27415,0.500002004277466,0.410694610338608,0.41542002121662,0.404057225099596,0.23444414323004
27479,0.500002004277466,0.410869229040815,0.415677850296212,0.403363920926146,0.233294730805477
27544,0.500002004277466,0.411115463819514,0.415482783493406,0.403621768786695,0.232782597245824
27630,0.500002004277466,0.410930030266702,0.415460290338821,0.404098777002981,0.234047861726215
27690,0.500002004277466,0.410555401538364,0.415777053438887,0.403840473192602,0.234003904845691
27746,0.500002004277466,0.411089622683312,0.415392127145323,0.403736948072194,0.234267812326576
27815,0.415657158099859,0.404024402219011,0.50000200794791,0.411017318633302,0.236536925479691
27884,0.4035224479492,0.50000099146903,0.410560647597263,0.415618748508704,0.231735516250902
27936,0.500002004277466,0.411012323392046,0.415340708069552,0.403700857411235,0.233346912402803
28014,0.500002004277466,0.410636763589396,0.415678692235408,0.403231602831595,0.234154448017288
28088,0.500002004277466,0.410605988708644,0.415461522311241,0.404043211822627,0.233891715299251
28156,0.404013986428271,0.500001994681899,0.41114218081759,0.415704482982866,0.2321810342572
28217,0.500002004277466,0.410395030131207,0.415858153179045,0.403532236656412,0.233281911327835
28277,0.500002004277466,0.410641958913289,0.415528967315459,0.403714836721559,0.233589739821987
28347,0.500002004277466,0.410626055429712,0.415418427346626,0.404004284806905,0.233813390038843
28410,0.415972617271481,0.404558332529457,0.500000998246751,0.411335895457523,0.235342171200384
28478,0.500002004277466,0.411144231550565,0.415523318026271,0.403878714612118,0.233347030034821
28548,0.40355073604727,0.500001994681899,0.411302528566406,0.415612820777944,0.231266410446194
28622,0.500002004277466,0.41057301925853,0.415799499881368,0.403758382305295,0.232283449494111
28686,0.415922575937813,0.404147465827041,0.500000998246751,0.410942766103515,0.235856531898745
28739,0.416094887501529,0.404183379721833,0.500000998246751,0.411328415159229,0.236620184691217
28817,0.415813199946617,0.404286839373854,0.50000200794791,0.410908867902133,0.236779431982039
28872,0.500002004277466,0.41058446197841,0.415514986226689,0.403638471805808,0.234124328231883
28939,0.500002004277466,0.411186721738833,0.415391261548654,0.403870711264148,0.234413580681677
29010,0.403466846855135,0.50000099146903,0.410876772477637,0.415427202766746,0.231570508554443
29088,0.500002004277466,0.410753090278449,0.415531325073058,0.404112135667393,0.232878563508234
29158,0.500002004277466,0.410572844714926,0.415552395685888,0.403733984997154,0.233366178827621
29217,0.403438596109779,0.50000099146903,0.410882275798527,0.415521821937812,0.232433238304297
29307,0.500002004277466,0.410798849860688,0.415533300737792,0.403789478676203,0.234085565847792
29421,0.500002004277466,0.410529252750421,0.415557508868703,0.403687827279404,0.232822915864341
29480,0.403815680019159,0.50000099146903,0.410775080316927,0.415507382743354,0.231883013141878
29539,0.500002004277466,0.411012844626273,0.415852137758738,0.403602912303327,0.233854251413836
29613,0.500002004277466,0.410933667534354,0.415387552299591,0.403817642457896,0.233209595806146
29680,0.500002004277466,0.410923242255568,0.415593783745007,0.403657281483814,0.235050897657366
29745,0.500002004277466,0.410707292615346,0.41582105711074,0.40385510611796,0.233918178236244
29815,0.500002004277466,0.411096610536432,0.415754905975598,0.40370237881921,0.234661551845247
29877,0.500002004277466,0.41109288909231,0.41558273206091,0.404029517954306,0.234462146403339
29951,0.500002004277466,0.410718749876873,0.415389084484426,0.403947019262391,0.232934123119999
30011,0.500002068042597,0.411073103894356,0.415599199484657,0.403770210921139,0.233580326071695
